"","av_lambda","sum_lambda","Taxonomic_group","threat_intensity_log","threat_richness","hmn_pp_v_log","n_habitats","Protected_status","Utilised","Managed","Binomial","loc_id","Body_size_log","length"
"35",0.096394365,1.156732375,"Herps",1.52401332114413,10,1.43155724838676,4,"No",0,0,"Pseudacris_triseriata","-81.069321_43.095367",0,12
"36",0.04684686,0.562162317,"Herps",0.402492545378743,6,0.819198111963279,4,"No",0,0,"Pseudacris_triseriata","-78.432602_45.029279",0,12
"37",0.240312189,0.961248757,"Herps",0.243786775223264,6,2.10563168523806,5,"Yes",0,0,"Ambystoma_macrodactylum","-115.369996_51.063858",0.726727209026572,4
"38",0.148119861,1.333078745,"Herps",0.30197889094694,1,0.0926294088508081,2,"No",0,0,"Plethodon_cinereus","-60.74811_46.81453",1.81291335664286,9
"39",0.475322911,1.425968732,"Herps",0.30197889094694,1,0.0926294088508081,2,"Yes",0,0,"Plethodon_cinereus","-60.723669_46.803193",1.81291335664286,3
"40",0.092319315,1.292470413,"Herps",0.074500620390753,3,0.138078100504602,2,"Yes",0,0,"Pseudacris_maculata","-113.961991_49.079393",1.03100428136354,14
"41",-0.857142857,-12,"Herps",0.074500620390753,3,0.138078100504602,5,"Yes",0,0,"Ambystoma_mavortium","-113.961991_49.079393",0.698970004336019,14
"42",0.05329815,0.746174101,"Herps",0.074500620390753,3,0.138078100504602,5,"Yes",0,0,"Ambystoma_macrodactylum","-113.961991_49.079393",0.726727209026572,14
"43",0.066433508,0.930069115,"Herps",0.074500620390753,3,0.138078100504602,4,"Yes",0,0,"Rana_luteiventris","-113.961991_49.079393",1.83250891270624,14
"44",0.065943902,0.92321463,"Herps",0.074500620390753,3,0.138078100504602,6,"Yes",0,0,"Anaxyrus_boreas","-113.961991_49.079393",2.06069784035361,14
"45",0.395810395,1.187431185,"Herps",0.344300429655068,6,0.957686036280469,2,"No",0,0,"Lithobates_clamitans","-63.421546_46.34346",1.68033551341456,3
"46",0.274636247,0.823908741,"Herps",0.00572811999004531,6,2.44440811716395,4,"No",0,0,"Lithobates_pipiens","-63.213505_46.253599",1.59328606702046,3
"47",0.238453474,0.715360421,"Herps",0.994994087292532,6,3.58222112861006,3,"No",2,2,"Ambystoma_jeffersonianum","-79.61666_43.61666",1.23552844690755,3
"48",0.333333333,1,"Herps",0.508296392149063,7,1.68860571306117,2,"Yes",2,2,"Chrysemys_picta","-116.629084_49.120871",2.57030938543588,3
"49",0.34858583,1.045757491,"Herps",0.714613893351186,4,0.385652323892304,2,"Yes",2,2,"Chrysemys_picta","-116.637498_49.231687",2.57030938543588,3
"50",0.174292915,0.522878745,"Herps",-0.0101424570255026,2,0.174035854516181,2,"Yes",2,2,"Chrysemys_picta","-116.631559_49.173843",2.57030938543588,3
"51",0.22912556,0.68737668,"Herps",-0.523291113861552,4,0.0398417210348686,5,"No",2,2,"Crotalus_viridis","-110.27526_50.89004",3.21669359916975,3
"52",0.068337287,1.02505931,"Herps",0.365461199009131,4,0.898913746335588,5,"Yes",0,0,"Sistrurus_catenatus","-79.87106_44.866139",2.58433122436753,15
"53",0.026008939,0.884303939,"Herps",-0.100075726780274,3,0.000410225895437185,3,"Yes",0,0,"Chelydra_serpentina","-78.523333_45.595278",3.71349054309394,34
"54",0.078537444,1.963436103,"Herps",-0.10536591911879,2,0,5,"No",1,1,"Glyptemys_insculpta","-84.583435_49.276549",2.98596507830487,25
"55",0.049038435,1.225960887,"Herps",-0.10536591911879,2,0,5,"No",1,1,"Glyptemys_insculpta","-84.50898_49.29914",2.98596507830487,25
"56",0.011666592,0.221665257,"Herps",1.3494369739731,10,3.1301575283726,3,"Yes",0,2,"Chelydra_serpentina","-79.91634_43.26681",3.71349054309394,19
"57",0.060867052,0.973872832,"Herps",1.36001735865013,9,2.11438320051451,5,"No",2,2,"Pantherophis_obsoletus","-76.56667_44.3",3.8169700377573,16
"58",0.063460221,0.888443097,"Herps",1.19602139615614,8,1.36983260448172,5,"Yes",2,2,"Pantherophis_obsoletus","-75.98472_44.35056",3.8169700377573,14
"59",0.166501754,2.331024559,"Herps",0.365461199009131,4,0.898913746335588,2,"Yes",2,2,"Plethodon_cinereus","-79.86636_44.88341",1.81291335664286,14
"60",0.465980003,1.397940009,"Herps",1.19602139615614,10,1.7530470964048,2,"No",2,2,"Lithobates_clamitans","-82.81667_42.16667",1.68033551341456,3
"61",0.333333333,1,"Herps",1.56104466751374,10,2.39961119793248,2,"No",2,2,"Lithobates_clamitans","-80.98194_43.37",1.68033551341456,3
"62",0.136724822,0.410174465,"Herps",1.3494369739731,9,0.754345369387674,2,"No",2,2,"Lithobates_clamitans","-81.10944_44.42389",1.68033551341456,3
"63",0.045668439,0.274010637,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Plestiodon_fasciatus","-82.53278_41.96694",0.826074802700826,6
"64",0.115973408,1.159734084,"Herps",1.34414678163459,10,1.01081711557873,1,"No",2,2,"Graptemys_geographica","-82.45056_42.31778",3.05614226205905,10
"65",-0.697715511,-6.977155111,"Herps",1.09550774172434,8,0.720915993289518,1,"No",2,2,"Graptemys_geographica","-82.41667_42.55",3.05614226205905,10
"66",-0.120660142,-1.206601419,"Herps",1.42878985905084,9,1.99344514464009,1,"No",2,2,"Graptemys_geographica","-79.58333_42.85",3.05614226205905,10
"67",0.308361344,1.233445375,"Herps",-2.89858747385522,0,0,2,"No",2,2,"Lithobates_sylvaticus","-111.11667_55.03333",1.24551266781415,4
"68",0.107609323,0.430437292,"Herps",-2.89858747385522,0,0,2,"No",2,2,"Lithobates_sylvaticus","-111.11667_55.03333",1.24551266781415,4
"69",0.176759218,0.70703687,"Herps",-2.89858747385522,0,0,2,"No",2,2,"Lithobates_sylvaticus","-111.11667_55.03333",1.24551266781415,4
"70",0.243802286,1.219011431,"Herps",-0.338134382013493,2,0.0820856695362862,2,"No",2,2,"Lithobates_sylvaticus","-113.11667_55.01667",1.24551266781415,5
"71",0.207752801,1.038764005,"Herps",-0.338134382013493,2,0.0820856695362862,2,"No",2,2,"Lithobates_sylvaticus","-113.11667_55.01667",1.24551266781415,5
"72",0.185434167,0.556302501,"Herps",-0.45980880579936,1,0.000765685345544815,2,"No",2,2,"Lithobates_sylvaticus","-113.11667_55.05",1.24551266781415,3
"73",0.075892764,0.227678293,"Herps",-0.45980880579936,1,0.000765685345544815,2,"No",2,2,"Lithobates_sylvaticus","-113.11667_55.05",1.24551266781415,3
"74",0.046330077,0.370640618,"Herps",-0.43335784410678,3,0.00782716379785063,2,"Yes",2,2,"Pseudacris_maculata","-110.2_49.63306",1.03100428136354,8
"75",1,8,"Herps",-0.43335784410678,3,0.00782716379785063,4,"Yes",2,2,"Lithobates_pipiens","-110.2_49.63306",1.59328606702046,8
"76",-0.010938096,-0.08750477,"Herps",-0.43335784410678,3,0.00782716379785063,5,"Yes",2,2,"Ambystoma_mavortium","-110.2_49.63306",0.698970004336019,8
"77",0.070390222,0.492731552,"Herps",-0.406906882414201,5,1.83258930403744,6,"No",2,2,"Anaxyrus_boreas","-117.58333_53.4",2.06069784035361,7
"78",0.125832811,0.880829677,"Herps",-0.406906882414201,5,1.83258930403744,5,"No",2,2,"Ambystoma_macrodactylum","-117.58333_53.4",0.726727209026572,7
"79",0.082262991,0.575840934,"Herps",-0.406906882414201,5,1.83258930403744,2,"No",2,2,"Lithobates_sylvaticus","-117.58333_53.4",1.24551266781415,7
"80",0.313776231,1.255104923,"Herps",0.243786775223264,6,2.10563168523806,6,"No",2,2,"Anaxyrus_boreas","-115.35_51.1",2.06069784035361,4
"81",-0.5,-2,"Herps",0.243786775223264,6,2.10563168523806,4,"No",2,2,"Rana_luteiventris","-115.35_51.1",1.83250891270624,4
"82",0.299374349,1.197497395,"Herps",0.243786775223264,6,2.10563168523806,5,"No",2,2,"Ambystoma_macrodactylum","-115.35_51.1",0.726727209026572,4
"83",0.070526307,0.282105226,"Herps",0.243786775223264,6,2.10563168523806,2,"No",2,2,"Lithobates_sylvaticus","-115.35_51.1",1.24551266781415,4
"84",-0.75,-6,"Herps",-0.782510538448835,1,0.191017438613376,2,"Yes",2,2,"Pseudacris_maculata","-114.819_55.457",1.03100428136354,8
"85",-0.75,-6,"Herps",-0.782510538448835,1,0.191017438613376,6,"Yes",2,2,"Anaxyrus_boreas","-114.819_55.457",2.06069784035361,8
"86",0.251641915,2.013135321,"Herps",-0.782510538448835,1,0.191017438613376,2,"Yes",2,2,"Lithobates_sylvaticus","-114.819_55.457",1.24551266781415,8
"87",-0.012159278,-0.121592778,"Herps",0.000437927651529339,5,0.480998423049687,2,"Yes",2,2,"Pseudacris_maculata","-113.31667_54.58333",1.03100428136354,10
"88",0.012330346,0.123303459,"Herps",0.000437927651529339,5,0.480998423049687,6,"Yes",2,2,"Anaxyrus_boreas","-113.31667_54.58333",2.06069784035361,10
"89",0.126505703,1.265057035,"Herps",0.000437927651529339,5,0.480998423049687,2,"Yes",2,2,"Lithobates_sylvaticus","-113.31667_54.58333",1.24551266781415,10
"90",-0.714285714,-5,"Herps",0.931511779230341,8,1.11994454988876,2,"Yes",2,2,"Pseudacris_maculata","-119.08306_55.2",1.03100428136354,7
"91",0.173206337,1.212444356,"Herps",0.931511779230341,8,1.11994454988876,6,"Yes",2,2,"Anaxyrus_boreas","-119.08306_55.2",2.06069784035361,7
"92",0.076896133,0.53827293,"Herps",0.931511779230341,8,1.11994454988876,2,"Yes",0,2,"Lithobates_sylvaticus","-119.08306_55.2",1.24551266781415,7
"93",0.0484258,0.338980601,"Herps",-0.168848227180982,3,0.0132206598681204,3,"Yes",2,0,"Chelydra_serpentina","-78.5_45.58333",3.71349054309394,7
"94",0.245586188,0.736758565,"Herps",-0.168848227180982,3,0.0132206598681204,3,"Yes",2,0,"Chelydra_serpentina","-78.5_45.58333",3.71349054309394,3
"95",0.055236414,1.712328843,"Herps",0.317849467962488,1,0.0824123214849156,3,"Yes",1,1,"Emydoidea_blandingii","-65.30028_44.36972",3.06520612805431,31
"96",0.286298674,1.431493371,"Herps",0.381331776024679,7,2.70551347213793,5,"Yes",2,1,"Crotalus_viridis","-112.83333_49.7",3.21669359916975,5
"97",0.202762257,1.216573541,"Herps",1.3811781280042,9,1.76067311956627,3,"No",2,0,"Hyla_versicolor","-78.28333_44.36667",0.857332496431269,6
"98",0.066908529,0.602176759,"Herps",-0.168848227180982,3,0.0132206598681204,2,"Yes",2,0,"Lithobates_catesbeianus","-78.5_45.58333",2.67006021747313,9
"99",0.112391664,1.011524975,"Herps",-0.168848227180982,3,0.0132206598681204,2,"Yes",2,0,"Lithobates_catesbeianus","-78.5_45.58333",2.67006021747313,9
"100",0.134343392,0.80606035,"Herps",-0.10536591911879,1,0.0142988030411099,3,"Yes",2,2,"Ambystoma_maculatum","-65.038_45.612",1.38021124171161,6
"101",0.21654715,1.515830051,"Herps",-0.10536591911879,1,0.0142988030411099,3,"Yes",2,2,"Ambystoma_maculatum","-65.038_45.612",1.38021124171161,7
"102",0.139412367,0.975886571,"Herps",-0.10536591911879,1,0.0142988030411099,3,"Yes",2,2,"Ambystoma_maculatum","-65.038_45.612",1.38021124171161,7
"103",0.071419036,1.142704581,"Herps",1.48698197477452,10,2.84281976111132,3,"No",2,2,"Hyla_versicolor","-78.29722_44.3525",0.857332496431269,16
"104",0.198316583,0.793266333,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",0,0,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,4
"105",0.149856198,0.899137188,"Herps",-0.168848227180982,3,0.0132206598681204,2,"Yes",0,0,"Lithobates_clamitans","-78.5_45.58333",1.68033551341456,6
"106",0.146637049,0.879822297,"Herps",-0.168848227180982,3,0.0132206598681204,2,"Yes",2,0,"Lithobates_clamitans","-78.5_45.58333",1.68033551341456,6
"107",0.260502559,1.042010235,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,0,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,4
"108",0.115360999,1.038248993,"Herps",-0.168848227180982,3,0.0132206598681204,1,"Yes",2,0,"Lithobates_septentrionalis","-78.5_45.58333",1.41329976408125,9
"109",0.070951921,1.064278822,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Plestiodon_fasciatus","-82.53278_41.96694",0.826074802700826,15
"110",0.06154073,1.169273862,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"111",-0.041667669,-0.791685718,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"112",0.001431921,0.027206503,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"113",0.058761757,1.116473387,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"114",0.257256096,4.887865832,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"115",0.153763762,2.921511478,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"116",0.437194144,8.306688735,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"117",0.357064544,6.784226338,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"118",0.156230477,2.968379055,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"119",-0.031424567,-0.597066766,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"120",0.151105003,2.870995062,"Herps",-0.713738038048127,3,0.195302609879071,6,"Yes",2,2,"Anaxyrus_americanus","-82.53278_41.96694",2.07445071895459,19
"121",0.222160665,4.221052632,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_catesbeianus","-82.53278_41.96694",2.67006021747313,19
"122",0.562520315,10.68788598,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_catesbeianus","-82.53278_41.96694",2.67006021747313,19
"123",0.080750092,1.534251748,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_catesbeianus","-82.53278_41.96694",2.67006021747313,19
"124",0.434385831,8.253330792,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"125",-0.094231564,-1.790399716,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"126",0.79330248,15.07274712,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"127",0.174157805,3.308998303,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"128",0.85355967,16.21763373,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"129",0.071222723,1.353231741,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"130",0.361024577,6.859466963,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"131",0.373966959,7.10537223,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"132",0.879368903,16.70800916,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"133",0.423566897,8.047771048,"Herps",-0.713738038048127,3,0.195302609879071,2,"Yes",2,2,"Lithobates_clamitans","-82.53278_41.96694",1.68033551341456,19
"134",-0.045735987,-0.868983759,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,2,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,19
"135",-0.063002527,-1.197048009,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,2,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,19
"136",-0.103399855,-1.964597241,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,2,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,19
"137",0.316953873,6.022123596,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,2,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,19
"138",0.30121518,5.723088417,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,2,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,19
"139",0.331507731,6.298646894,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,2,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,19
"140",0.439933216,8.358731107,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,2,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,19
"141",0.139195391,2.644712423,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,2,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,19
"142",0.243249219,4.621735161,"Herps",-0.713738038048127,3,0.195302609879071,4,"Yes",2,2,"Lithobates_pipiens","-82.53278_41.96694",1.59328606702046,19
"143",-0.146627761,-2.785927465,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"144",0.044369033,0.843011622,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"145",-0.192388473,-3.655380979,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"146",-0.015396255,-0.292528844,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"147",-0.017945916,-0.340972406,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"148",0.075763983,1.439515682,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"149",0.119587304,2.27215878,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"150",0.441922526,8.396527991,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"151",0.290110938,5.512107831,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"152",0.363543875,6.907333632,"Herps",-0.713738038048127,3,0.195302609879071,3,"Yes",2,2,"Pseudacris_crucifer","-82.53278_41.96694",0.602059991327962,19
"153",0.144851928,1.448519283,"Herps",-0.279942266289817,2,0.594918652854884,2,"Yes",2,2,"Plethodon_cinereus","-60.90852785_46.71527799",1.81291335664286,10
"154",0.122464384,0.61232192,"Herps",-0.279942266289817,2,0.594918652854884,2,"No",2,2,"Plethodon_cinereus","-60.94524036_46.66261181",1.81291335664286,5
"155",0.179685157,1.617166411,"Herps",0.423653314732807,2,0.879048915916079,2,"Yes",2,2,"Plethodon_cinereus","-60.48538763_46.65597172",1.81291335664286,9
"156",0.192431926,1.347023482,"Herps",0.423653314732807,2,0.879048915916079,2,"Yes",2,2,"Plethodon_cinereus","-60.41358473_46.65747505",1.81291335664286,7
"157",0.168716934,1.181018538,"Herps",0.296688698608424,3,1.08283042753437,2,"Yes",2,2,"Plethodon_cinereus","-60.45574932_46.8532642",1.81291335664286,7
"158",0.017039946,0.119279619,"Herps",-0.56561265256968,2,0.224848160764891,2,"Yes",2,2,"Plethodon_cinereus","-60.85277826_46.79491683",1.81291335664286,7
"159",0.141560841,1.274047569,"Herps",0.30197889094694,1,0.0926294088508081,2,"Yes",2,2,"Plethodon_cinereus","-60.73047248_46.80814296",1.81291335664286,9
"160",0.202299771,1.82069794,"Herps",0.391912160701711,2,0.264565763481569,2,"Yes",2,2,"Plethodon_cinereus","-60.6123942_46.8180868",1.81291335664286,9
"161",0.162279303,1.13595512,"Herps",0.30197889094694,1,0.0926294088508081,2,"Yes",2,2,"Plethodon_cinereus","-60.63680326_46.81303194",1.81291335664286,7
"162",0.21584881,1.079244052,"Herps",0.423653314732807,2,0.879048915916079,2,"Yes",2,2,"Plethodon_cinereus","-60.43993568_46.70367899",1.81291335664286,5
"163",0.153897118,1.538971179,"Herps",-2.38014862468066,4,0.727837373746606,3,"Yes",2,2,"Ambystoma_gracile","-125.173875_48.782655",0.806179973983887,10
"164",0.146510777,1.465107769,"Herps",-2.38014862468066,4,0.727837373746606,2,"Yes",2,2,"Rana_aurora","-125.147072_48.80051",2.36921585741014,10
"165",0.090813252,1.362198786,"Herps",0.0163085046670773,2,0.119499519696549,2,"Yes",2,2,"Plethodon_cinereus","-81.523045_45.226471",1.81291335664286,15
